date,prize_type,number
2019-04-01,fourth,143329
2019-04-01,fourth,148035
2019-04-01,fourth,153153
2019-04-01,fourth,162546
2019-04-01,fourth,186519
2019-04-01,fourth,221169
2019-04-01,fourth,226627
2019-04-01,fourth,239634
2019-04-01,fourth,240189
2019-04-01,fourth,261835
2019-04-01,fourth,269597
2019-04-01,fourth,275269
2019-04-01,fourth,307756
2019-04-01,fourth,384179
2019-04-01,fourth,394025
2019-04-01,fourth,462700
2019-04-01,fourth,490294
2019-04-01,fourth,502894
2019-04-01,fourth,505393
2019-04-01,fourth,510202
2019-04-01,fourth,554705
2019-04-01,fourth,560981
2019-04-01,fourth,572238
2019-04-01,fourth,576431
2019-04-01,fourth,578069
2019-04-01,fourth,578623
2019-04-01,fourth,584121
2019-04-01,fourth,591441
2019-04-01,fourth,603674
2019-04-01,fourth,635392
2019-04-01,fourth,674809
2019-04-01,fourth,688829
2019-04-01,fourth,711397
2019-04-01,fourth,734002
2019-04-01,fourth,812154
2019-04-01,fourth,817160
2019-04-01,fourth,821476
2019-04-01,fourth,837428
2019-04-01,fourth,853108
2019-04-01,fourth,855795
2019-04-01,fourth,863547
2019-04-01,fourth,874620
2019-04-01,fourth,888677
2019-04-01,fourth,910371
2019-04-01,fourth,942103
2019-04-01,fourth,965303
2019-04-01,fifth,018289
2019-04-01,fifth,030434
2019-04-01,fifth,037415
2019-04-01,fifth,056174
2019-04-01,fifth,072206
2019-04-01,fifth,093825
2019-04-01,fifth,093847
2019-04-01,fifth,095762
2019-04-01,fifth,097401
2019-04-01,fifth,111796
2019-04-01,fifth,112860
2019-04-01,fifth,127636
2019-04-01,fifth,138641
2019-04-01,fifth,177074
2019-04-01,fifth,190183
2019-04-01,fifth,217603
2019-04-01,fifth,222612
2019-04-01,fifth,240926
2019-04-01,fifth,245327
2019-04-01,fifth,262033
2019-04-01,fifth,275351
2019-04-01,fifth,280085
2019-04-01,fifth,294528
2019-04-01,fifth,295156
2019-04-01,fifth,311187
2019-04-01,fifth,314817
2019-04-01,fifth,322690
2019-04-01,fifth,336165
2019-04-01,fifth,342915
2019-04-01,fifth,347745
2019-04-01,fifth,366549
2019-04-01,fifth,378880
2019-04-01,fifth,387478
2019-04-01,fifth,390204
2019-04-01,fifth,395633
2019-04-01,fifth,412648
2019-04-01,fifth,415366
2019-04-01,fifth,415725
2019-04-01,fifth,416240
2019-04-01,fifth,417272
2019-04-01,fifth,419006
2019-04-01,fifth,428180
2019-04-01,fifth,428688
2019-04-01,fifth,434819
2019-04-01,fifth,434825
2019-04-01,fifth,438066
2019-04-01,fifth,447576
2019-04-01,fifth,457593
2019-04-01,fifth,472246
2019-04-01,fifth,476053
2019-04-01,fifth,490387
2019-04-01,fifth,504655
2019-04-01,fifth,512602
2019-04-01,fifth,515210
2019-04-01,fifth,516716
2019-04-01,fifth,532965
2019-04-01,fifth,550883
2019-04-01,fifth,557719
2019-04-01,fifth,567668
2019-04-01,fifth,569879
2019-04-01,fifth,584434
2019-04-01,fifth,597994
2019-04-01,fifth,613219
2019-04-01,fifth,625682
2019-04-01,fifth,635923
2019-04-01,fifth,661182
2019-04-01,fifth,661846
2019-04-01,fifth,664149
2019-04-01,fifth,664436
2019-04-01,fifth,669122
2019-04-01,fifth,688184
2019-04-01,fifth,698078
2019-04-01,fifth,714418
2019-04-01,fifth,716199
2019-04-01,fifth,722539
2019-04-01,fifth,727250
2019-04-01,fifth,735631
2019-04-01,fifth,765782
2019-04-01,fifth,766357
2019-04-01,fifth,768875
2019-04-01,fifth,778630
2019-04-01,fifth,822887
2019-04-01,fifth,829258
2019-04-01,fifth,849366
2019-04-01,fifth,863488
2019-04-01,fifth,886728
2019-04-01,fifth,887104
2019-04-01,fifth,888613
2019-04-01,fifth,891907
2019-04-01,fifth,894690
2019-04-01,fifth,900853
2019-04-01,fifth,941390
2019-04-01,fifth,946068
2019-04-01,fifth,949860
2019-04-01,fifth,951269
2019-04-01,fifth,958866
2019-04-01,fifth,965929
2019-04-01,fifth,969662
2019-04-01,fifth,990504
2019-04-01,fifth,994543
2019-04-01,last2,000052
2019-04-01,last3f,000888
2019-04-01,last3f,000959
2019-04-01,last3b,000403
2019-04-01,last3b,000975
2019-04-01,near1,109766
2019-04-01,near1,109768
2019-04-16,first,570331
2019-04-16,second,310772
2019-04-16,second,573191
2019-04-16,second,577692
2019-04-16,second,629457
2019-04-16,second,779270
2019-04-16,third,003676
2019-04-16,third,089337
2019-04-16,third,158947
2019-04-16,third,179488
2019-04-16,third,284672
2019-04-16,third,290952
2019-04-16,third,393268
2019-04-16,third,397769
2019-04-16,third,576388
2019-04-16,third,876211
2019-04-16,fourth,048603
2019-04-16,fourth,084624
2019-04-16,fourth,118408
2019-04-16,fourth,123010
2019-04-16,fourth,127789
2019-04-16,fourth,161306
2019-04-16,fourth,178504
2019-04-16,fourth,216582
2019-04-16,fourth,223862
2019-04-16,fourth,237516
2019-04-16,fourth,240533
2019-04-16,fourth,258216
2019-04-16,fourth,263469
2019-04-16,fourth,268514
2019-04-16,fourth,276288
2019-04-16,fourth,339172
2019-04-16,fourth,374270
2019-04-16,fourth,385850
2019-04-16,fourth,440158
2019-04-16,fourth,446211
2019-04-16,fourth,481383
2019-04-16,fourth,535478
2019-04-16,fourth,540192
2019-04-16,fourth,555229
2019-04-16,fourth,568384
2019-04-16,fourth,606301
2019-04-16,fourth,622698
2019-04-16,fourth,631676
2019-04-16,fourth,639534
2019-04-16,fourth,642568
2019-04-16,fourth,663636
2019-04-16,fourth,665596
2019-04-16,fourth,666644
2019-04-16,fourth,673921
2019-04-16,fourth,694176
2019-04-16,fourth,717799
2019-04-16,fourth,725228
2019-04-16,fourth,733241
2019-04-16,fourth,776505
2019-04-16,fourth,780587
2019-04-16,fourth,802136
2019-04-16,fourth,804162
2019-04-16,fourth,806070
2019-04-16,fourth,806336
2019-04-16,fourth,861567
2019-04-16,fourth,915023
2019-04-16,fourth,917829
2019-04-16,fourth,936372
2019-04-16,fourth,944627
2019-04-16,fourth,992480
2019-04-16,fifth,020145
2019-04-16,fifth,022862
2019-04-16,fifth,032468
2019-04-16,fifth,042882
2019-04-16,fifth,053912
2019-04-16,fifth,057756
2019-04-16,fifth,068991
2019-04-16,fifth,092161
2019-04-16,fifth,105635
2019-04-16,fifth,113771
2019-04-16,fifth,125434
2019-04-16,fifth,130557
2019-04-16,fifth,146147
2019-04-16,fifth,148038
2019-04-16,fifth,151090
2019-04-16,fifth,158800
2019-04-16,fifth,160017
2019-04-16,fifth,164077
2019-04-16,fifth,169570
2019-04-16,fifth,193674
2019-04-16,fifth,201236
2019-04-16,fifth,205635
2019-04-16,fifth,231011
2019-04-16,fifth,252153
2019-04-16,fifth,252509
2019-04-16,fifth,291836
2019-04-16,fifth,299172
2019-04-16,fifth,300050
2019-04-16,fifth,306188
2019-04-16,fifth,313651
2019-04-16,fifth,316026
2019-04-16,fifth,321148
2019-04-16,fifth,343082
2019-04-16,fifth,365411
2019-04-16,fifth,380105
2019-04-16,fifth,390312
2019-04-16,fifth,407894
2019-04-16,fifth,420375
2019-04-16,fifth,422438
2019-04-16,fifth,424092
2019-04-16,fifth,424770
2019-04-16,fifth,425047
2019-04-16,fifth,428173
2019-04-16,fifth,429023
2019-04-16,fifth,432990
2019-04-16,fifth,463406
2019-04-16,fifth,479625
2019-04-16,fifth,497394
2019-04-16,fifth,499130
2019-04-16,fifth,515388
2019-04-16,fifth,526329
2019-04-16,fifth,541235
2019-04-16,fifth,555348
2019-04-16,fifth,564935
2019-04-16,fifth,591274
2019-04-16,fifth,605526
2019-04-16,fifth,625749
2019-04-16,fifth,634144
2019-04-16,fifth,643612
2019-04-16,fifth,645991
2019-04-16,fifth,656988
2019-04-16,fifth,664878
2019-04-16,fifth,687573
2019-04-16,fifth,688440
2019-04-16,fifth,716479
2019-04-16,fifth,725575
2019-04-16,fifth,728890
2019-04-16,fifth,744506
2019-04-16,fifth,747273
2019-04-16,fifth,753727
2019-04-16,fifth,775866
2019-04-16,fifth,783300
2019-04-16,fifth,784946
2019-04-16,fifth,785794
2019-04-16,fifth,796980
2019-04-16,fifth,807003
2019-04-16,fifth,826279
2019-04-16,fifth,831934
2019-04-16,fifth,832838
2019-04-16,fifth,834551
2019-04-16,fifth,841989
2019-04-16,fifth,843339
2019-04-16,fifth,846370
2019-04-16,fifth,863296
2019-04-16,fifth,889723
2019-04-16,fifth,891063
2019-04-16,fifth,899645
2019-04-16,fifth,908132
2019-04-16,fifth,934013
2019-04-16,fifth,939044
2019-04-16,fifth,944885
2019-04-16,fifth,945253
2019-04-16,fifth,947615
2019-04-16,fifth,974976
2019-04-16,fifth,978882
2019-04-16,fifth,982308
2019-04-16,fifth,983737
2019-04-16,fifth,989436
2019-04-16,fifth,993224
2019-04-16,fifth,996459
2019-04-16,last2,000023
2019-04-16,last3f,000512
2019-04-16,last3f,000930
2019-04-16,last3b,000966
2019-04-16,last3b,000968
2019-04-16,near1,570330
2019-04-16,near1,570332
2019-05-02,first,061324
2019-05-02,second,275266
2019-05-02,second,546364
2019-05-02,second,618474
2019-05-02,second,731648
2019-05-02,second,875090
2019-05-02,third,067098
2019-05-02,third,078151
2019-05-02,third,219180
2019-05-02,third,281336
2019-05-02,third,308191
2019-05-02,third,409474
2019-05-02,third,417523
2019-05-02,third,448369
2019-05-02,third,597096
2019-05-02,third,620716
2019-05-02,fourth,002573
2019-05-02,fourth,012374
2019-05-02,fourth,018238
2019-05-02,fourth,024744
2019-05-02,fourth,049779
2019-05-02,fourth,064327
2019-05-02,fourth,073231
2019-05-02,fourth,076422
2019-05-02,fourth,091443
2019-05-02,fourth,097966
2019-05-02,fourth,107024
2019-05-02,fourth,116751
2019-05-02,fourth,122388
2019-05-02,fourth,124263
2019-05-02,fourth,129473
2019-05-02,fourth,169609
2019-05-02,fourth,171923
2019-05-02,fourth,182587
2019-05-02,fourth,190459
2019-05-02,fourth,217704
2019-05-02,fourth,226313
2019-05-02,fourth,269667
2019-05-02,fourth,305866
2019-05-02,fourth,307799
2019-05-02,fourth,335481
2019-05-02,fourth,347861
2019-05-02,fourth,390897
2019-05-02,fourth,395329
2019-05-02,fourth,405536
2019-05-02,fourth,449832
2019-05-02,fourth,461721
2019-05-02,fourth,468758
2019-05-02,fourth,519089
2019-05-02,fourth,572910
2019-05-02,fourth,575937
2019-05-02,fourth,628648
2019-05-02,fourth,644456
2019-05-02,fourth,673398
2019-05-02,fourth,677693
2019-05-02,fourth,685296
2019-05-02,fourth,686259
2019-05-02,fourth,696183
2019-05-02,fourth,719278
2019-05-02,fourth,832700
2019-05-02,fourth,835731
2019-05-02,fourth,836038
2019-05-02,fourth,852726
2019-05-02,fourth,943945
2019-05-02,fourth,962009
2019-05-02,fourth,978113
2019-05-02,fifth,008735
2019-05-02,fifth,010769
2019-05-02,fifth,036331
2019-05-02,fifth,049057
2019-05-02,fifth,072451
2019-05-02,fifth,085858
2019-05-02,fifth,109602
2019-05-02,fifth,148923
2019-05-02,fifth,151367
2019-05-02,fifth,152971
2019-05-02,fifth,165459
2019-05-02,fifth,170848
2019-05-02,fifth,174776
2019-05-02,fifth,176811
2019-05-02,fifth,180510
2019-05-02,fifth,187297
2019-05-02,fifth,188287
2019-05-02,fifth,199283
2019-05-02,fifth,202119
2019-05-02,fifth,225753
2019-05-02,fifth,229961
2019-05-02,fifth,236085
2019-05-02,fifth,246365
2019-05-02,fifth,256478
2019-05-02,fifth,263173
2019-05-02,fifth,283144
2019-05-02,fifth,287668
2019-05-02,fifth,293256
2019-05-02,fifth,293417
2019-05-02,fifth,295159
2019-05-02,fifth,307487
2019-05-02,fifth,308949
2019-05-02,fifth,322493
2019-05-02,fifth,324322
2019-05-02,fifth,325494
2019-05-02,fifth,334225
2019-05-02,fifth,334412
2019-05-02,fifth,336664
2019-05-02,fifth,345610
2019-05-02,fifth,374597
2019-05-02,fifth,377179
2019-05-02,fifth,378339
2019-05-02,fifth,395743
2019-05-02,fifth,419526
2019-05-02,fifth,420067
2019-05-02,fifth,420768
2019-05-02,fifth,439957
2019-05-02,fifth,443137
2019-05-02,fifth,453946
2019-05-02,fifth,455012
2019-05-02,fifth,456681
2019-05-02,fifth,459581
2019-05-02,fifth,461044
2019-05-02,fifth,466914
2019-05-02,fifth,470225
2019-05-02,fifth,476503
2019-05-02,fifth,495048
2019-05-02,fifth,514010
2019-05-02,fifth,524629
2019-05-02,fifth,525003
2019-05-02,fifth,525738
2019-05-02,fifth,527656
2019-05-02,fifth,529330
2019-05-02,fifth,547878
2019-05-02,fifth,556377
2019-05-02,fifth,582789
2019-05-02,fifth,583211
2019-05-02,fifth,587050
2019-05-02,fifth,595775
2019-05-02,fifth,607324
2019-05-02,fifth,607474
2019-05-02,fifth,608338
2019-05-02,fifth,613982
2019-05-02,fifth,632599
2019-05-02,fifth,680175
2019-05-02,fifth,680210
2019-05-02,fifth,696405
2019-05-02,fifth,713519
2019-05-02,fifth,719195
2019-05-02,fifth,726869
2019-05-02,fifth,744167
2019-05-02,fifth,773375
2019-05-02,fifth,776909
2019-05-02,fifth,778103
2019-05-02,fifth,781129
2019-05-02,fifth,800993
2019-05-02,fifth,802507
2019-05-02,fifth,822550
2019-05-02,fifth,824038
2019-05-02,fifth,827035
2019-05-02,fifth,844211
2019-05-02,fifth,847859
2019-05-02,fifth,851582
2019-05-02,fifth,854954
2019-05-02,fifth,872225
2019-05-02,fifth,877225
2019-05-02,fifth,904519
2019-05-02,fifth,954384
2019-05-02,fifth,967932
2019-05-02,fifth,974809
2019-05-02,last2,000025
2019-05-02,last3f,000043
2019-05-02,last3f,000476
2019-05-02,last3b,000374
2019-05-02,last3b,000699
2019-05-02,near1,061323
2019-05-02,near1,061325
2019-05-16,first,962526
2019-05-16,second,112913
2019-05-16,second,288844
2019-05-16,second,329695
2019-05-16,second,848549
2019-05-16,second,912485
2019-05-16,third,079770
2019-05-16,third,086257
2019-05-16,third,218443
2019-05-16,third,274126
2019-05-16,third,556729
2019-05-16,third,717905
2019-05-16,third,757712
2019-05-16,third,907699
2019-05-16,third,909220
2019-05-16,third,992300
2019-05-16,fourth,034050
2019-05-16,fourth,035759
2019-05-16,fourth,077449
2019-05-16,fourth,121327
2019-05-16,fourth,128454
2019-05-16,fourth,133204
2019-05-16,fourth,156378
2019-05-16,fourth,156816
2019-05-16,fourth,203226
2019-05-16,fourth,206950
2019-05-16,fourth,234589
2019-05-16,fourth,248621
2019-05-16,fourth,250364
2019-05-16,fourth,325302
2019-05-16,fourth,328471
2019-05-16,fourth,334394
2019-05-16,fourth,350318
2019-05-16,fourth,356983
2019-05-16,fourth,369561
2019-05-16,fourth,373509
2019-05-16,fourth,389618
2019-05-16,fourth,407389
2019-05-16,fourth,409477
2019-05-16,fourth,424886
2019-05-16,fourth,453220
2019-05-16,fourth,480390
2019-05-16,fourth,486553
2019-05-16,fourth,506902
2019-05-16,fourth,534019
2019-05-16,fourth,561123
2019-05-16,fourth,613741
2019-05-16,fourth,620769
2019-05-16,fourth,626273
2019-05-16,fourth,635466
2019-05-16,fourth,654132
2019-05-16,fourth,696619
2019-05-16,fourth,716686
2019-05-16,fourth,720792
2019-05-16,fourth,721496
2019-05-16,fourth,745637
2019-05-16,fourth,776057
2019-05-16,fourth,781431
2019-05-16,fourth,784002
2019-05-16,fourth,855892
2019-05-16,fourth,856991
2019-05-16,fourth,935281
2019-05-16,fourth,937941
2019-05-16,fourth,945930
2019-05-16,fourth,965885
2019-05-16,fourth,968953
2019-05-16,fifth,005654
2019-05-16,fifth,008752
2019-05-16,fifth,015957
2019-05-16,fifth,024959
2019-05-16,fifth,025415
2019-05-16,fifth,042022
2019-05-16,fifth,045641
2019-05-16,fifth,053203
2019-05-16,fifth,069985
2019-05-16,fifth,071903
2019-05-16,fifth,095594
2019-05-16,fifth,097453
2019-05-16,fifth,105914
2019-05-16,fifth,111844
2019-05-16,fifth,112476
2019-05-16,fifth,115346
2019-05-16,fifth,122442
2019-05-16,fifth,147139
2019-05-16,fifth,155527
2019-05-16,fifth,161648
2019-05-16,fifth,174973
2019-05-16,fifth,180569
2019-05-16,fifth,208605
2019-05-16,fifth,210237
2019-05-16,fifth,219962
2019-05-16,fifth,225752
2019-05-16,fifth,231114
2019-05-16,fifth,238310
2019-05-16,fifth,250372
2019-05-16,fifth,256492
2019-05-16,fifth,275465
2019-05-16,fifth,293453
2019-05-16,fifth,298217
2019-05-16,fifth,314048
2019-05-16,fifth,317965
2019-05-16,fifth,324675
2019-05-16,fifth,335705
2019-05-16,fifth,336897
2019-05-16,fifth,373621
2019-05-16,fifth,375494
2019-05-16,fifth,422640
2019-05-16,fifth,427709
2019-05-16,fifth,442598
2019-05-16,fifth,453088
2019-05-16,fifth,456318
2019-05-16,fifth,467978
2019-05-16,fifth,475777
2019-05-16,fifth,489333
2019-05-16,fifth,499901
2019-05-16,fifth,506839
2019-05-16,fifth,511535
2019-05-16,fifth,512765
2019-05-16,fifth,517302
2019-05-16,fifth,531423
2019-05-16,fifth,542460
2019-05-16,fifth,555405
2019-05-16,fifth,558207
2019-05-16,fifth,570822
2019-05-16,fifth,575071
2019-05-16,fifth,595879
2019-05-16,fifth,597511
2019-05-16,fifth,598389
2019-05-16,fifth,661066
2019-05-16,fifth,668551
2019-05-16,fifth,705496
2019-05-16,fifth,718892
2019-05-16,fifth,720253
2019-05-16,fifth,725448
2019-05-16,fifth,727422
2019-05-16,fifth,732236
2019-05-16,fifth,735685
2019-05-16,fifth,755806
2019-05-16,fifth,763154
2019-05-16,fifth,763472
2019-05-16,fifth,783998
2019-05-16,fifth,786837
2019-05-16,fifth,788150
2019-05-16,fifth,793867
2019-05-16,fifth,796642
2019-05-16,fifth,804591
2019-05-16,fifth,828697
2019-05-16,fifth,835888
2019-05-16,fifth,838769
2019-05-16,fifth,846681
2019-05-16,fifth,856296
2019-05-16,fifth,860652
2019-05-16,fifth,866478
2019-05-16,fifth,867262
2019-05-16,fifth,876825
2019-05-16,fifth,877243
2019-05-16,fifth,886003
2019-05-16,fifth,919090
2019-05-16,fifth,929419
2019-05-16,fifth,939467
2019-05-16,fifth,943472
2019-05-16,fifth,961363
2019-05-16,fifth,969322
2019-05-16,fifth,985066
2019-05-16,fifth,988481
2019-05-16,fifth,995234
2019-05-16,last2,000071
2019-05-16,last3f,000669
2019-05-16,last3f,000949
2019-05-16,last3b,000018
2019-05-16,last3b,000828
2019-05-16,near1,962525
2019-05-16,near1,962527
2019-06-01,first,516461
2019-06-01,second,045167
2019-06-01,second,313653
2019-06-01,second,579938
2019-06-01,second,691121
2019-06-01,second,779015
2019-06-01,third,023764
2019-06-01,third,052007
2019-06-01,third,204495
2019-06-01,third,206237
2019-06-01,third,239271
2019-06-01,third,404858
2019-06-01,third,447071
2019-06-01,third,528138
2019-06-01,third,684872
2019-06-01,third,705286
2019-06-01,fourth,048080
2019-06-01,fourth,066028
2019-06-01,fourth,074788
2019-06-01,fourth,075819
2019-06-01,fourth,094575
2019-06-01,fourth,107087
2019-06-01,fourth,174381
2019-06-01,fourth,186800
2019-06-01,fourth,205771
2019-06-01,fourth,217712
2019-06-01,fourth,217943
2019-06-01,fourth,220804
2019-06-01,fourth,238075
2019-06-01,fourth,244768
2019-06-01,fourth,245303
2019-06-01,fourth,250134
2019-06-01,fourth,260009
2019-06-01,fourth,302720
2019-06-01,fourth,308577
2019-06-01,fourth,313887
2019-06-01,fourth,314180
2019-06-01,fourth,314943
2019-06-01,fourth,317401
2019-06-01,fourth,337005
2019-06-01,fourth,388538
2019-06-01,fourth,418580
2019-06-01,fourth,433237
2019-06-01,fourth,482054
2019-06-01,fourth,485723
2019-06-01,fourth,492781
2019-06-01,fourth,555173
2019-06-01,fourth,561517
2019-06-01,fourth,572626
2019-06-01,fourth,610333
2019-06-01,fourth,625986
2019-06-01,fourth,681751
2019-06-01,fourth,702614
2019-06-01,fourth,759034
2019-06-01,fourth,777491
2019-06-01,fourth,787840
2019-06-01,fourth,835246
2019-06-01,fourth,838948
2019-06-01,fourth,853643
2019-06-01,fourth,901585
2019-06-01,fourth,912233
2019-06-01,fourth,926303
2019-06-01,fourth,933873
2019-06-01,fourth,956662
2019-06-01,fourth,964165
2019-06-01,fourth,973717
2019-06-01,fifth,010094
2019-06-01,fifth,017530
2019-06-01,fifth,020249
2019-06-01,fifth,024134
2019-06-01,fifth,034790
2019-06-01,fifth,045430
2019-06-01,fifth,060763
2019-06-01,fifth,064260
2019-06-01,fifth,068412
2019-06-01,fifth,081422
2019-06-01,fifth,083622
2019-06-01,fifth,092921
2019-06-01,fifth,097949
2019-06-01,fifth,138515
2019-06-01,fifth,140873
2019-06-01,fifth,149988
2019-06-01,fifth,154653
2019-06-01,fifth,158131
2019-06-01,fifth,183355
2019-06-01,fifth,225200
2019-06-01,fifth,235572
2019-06-01,fifth,240294
2019-06-01,fifth,254393
2019-06-01,fifth,266616
2019-06-01,fifth,267620
2019-06-01,fifth,275256
2019-06-01,fifth,294269
2019-06-01,fifth,296178
2019-06-01,fifth,314348
2019-06-01,fifth,316260
2019-06-01,fifth,325757
2019-06-01,fifth,332513
2019-06-01,fifth,335773
2019-06-01,fifth,339016
2019-06-01,fifth,345450
2019-06-01,fifth,357088
2019-06-01,fifth,371012
2019-06-01,fifth,377422
2019-06-01,fifth,399253
2019-06-01,fifth,419769
2019-06-01,fifth,427625
2019-06-01,fifth,445220
2019-06-01,fifth,450868
2019-06-01,fifth,457849
2019-06-01,fifth,462692
2019-06-01,fifth,481913
2019-06-01,fifth,482248
2019-06-01,fifth,484276
2019-06-01,fifth,492226
2019-06-01,fifth,492414
2019-06-01,fifth,504382
2019-06-01,fifth,505203
2019-06-01,fifth,505965
2019-06-01,fifth,520417
2019-06-01,fifth,524199
2019-06-01,fifth,536947
2019-06-01,fifth,537907
2019-06-01,fifth,553637
2019-06-01,fifth,555874
2019-06-01,fifth,561976
2019-06-01,fifth,562582
2019-06-01,fifth,588234
2019-06-01,fifth,592124
2019-06-01,fifth,603201
2019-06-01,fifth,618288
2019-06-01,fifth,627479
2019-06-01,fifth,634184
2019-06-01,fifth,647857
2019-06-01,fifth,649149
2019-06-01,fifth,655345
2019-06-01,fifth,690950
2019-06-01,fifth,697499
2019-06-01,fifth,700389
2019-06-01,fifth,715885
2019-06-01,fifth,730200
2019-06-01,fifth,748108
2019-06-01,fifth,757481
2019-06-01,fifth,757639
2019-06-01,fifth,761763
2019-06-01,fifth,773525
2019-06-01,fifth,774436
2019-06-01,fifth,792533
2019-06-01,fifth,793297
2019-06-01,fifth,824783
2019-06-01,fifth,854146
2019-06-01,fifth,868099
2019-06-01,fifth,877313
2019-06-01,fifth,880029
2019-06-01,fifth,907216
2019-06-01,fifth,907466
2019-06-01,fifth,923594
2019-06-01,fifth,926274
2019-06-01,fifth,935182
2019-06-01,fifth,943306
2019-06-01,fifth,965495
2019-06-01,fifth,968520
2019-06-01,fifth,973603
2019-06-01,fifth,989459
2019-06-01,fifth,990507
2019-06-01,fifth,995009
2019-06-01,last2,000046
2019-06-01,last3f,000589
2019-06-01,last3f,000713
2019-06-01,last3b,000215
2019-06-01,last3b,000560
2019-06-01,near1,516460
2019-06-01,near1,516462
2019-06-16,first,174055
2019-06-16,second,148954
2019-06-16,second,255633
2019-06-16,second,378246
2019-06-16,second,470569
2019-06-16,second,689035
2019-06-16,third,150436
2019-06-16,third,246499
2019-06-16,third,271290
2019-06-16,third,280553
2019-06-16,third,350687
2019-06-16,third,414799
2019-06-16,third,512414
2019-06-16,third,594400
2019-06-16,third,601185
2019-06-16,third,640268
2019-06-16,fourth,000535
2019-06-16,fourth,065665
2019-06-16,fourth,076779
2019-06-16,fourth,115251
2019-06-16,fourth,148965
2019-06-16,fourth,152538
2019-06-16,fourth,153350
2019-06-16,fourth,153682
2019-06-16,fourth,154081
2019-06-16,fourth,195527
2019-06-16,fourth,197479
2019-06-16,fourth,228455
2019-06-16,fourth,239653
2019-06-16,fourth,244071
2019-06-16,fourth,295720
2019-06-16,fourth,300635
2019-06-16,fourth,306923
2019-06-16,fourth,337366
2019-06-16,fourth,339011
2019-06-16,fourth,378105
2019-06-16,fourth,391948
2019-06-16,fourth,398076
2019-06-16,fourth,421356
2019-06-16,fourth,446475
2019-06-16,fourth,456557
2019-06-16,fourth,494186
2019-06-16,fourth,509304
2019-06-16,fourth,527489
2019-06-16,fourth,594997
2019-06-16,fourth,601620
2019-06-16,fourth,640923
2019-06-16,fourth,651870
2019-06-16,fourth,666647
2019-06-16,fourth,692750
2019-06-16,fourth,730697
2019-06-16,fourth,755199
2019-06-16,fourth,756626
2019-06-16,fourth,776913
2019-06-16,fourth,781527
2019-06-16,fourth,815347
2019-06-16,fourth,822552
2019-06-16,fourth,880729
2019-06-16,fourth,908942
2019-06-16,fourth,921552
2019-06-16,fourth,940042
2019-06-16,fourth,941212
2019-06-16,fourth,954939
2019-06-16,fourth,960992
2019-06-16,fourth,994895
2019-06-16,fourth,999677
2019-06-16,fifth,031062
2019-06-16,fifth,032458
2019-06-16,fifth,034349
2019-06-16,fifth,039829
2019-06-16,fifth,072359
2019-06-16,fifth,090101
2019-06-16,fifth,091097
2019-06-16,fifth,091859
2019-06-16,fifth,103483
2019-06-16,fifth,122003
2019-06-16,fifth,133440
2019-06-16,fifth,147220
2019-06-16,fifth,151934
2019-06-16,fifth,165083
2019-06-16,fifth,180128
2019-06-16,fifth,183685
2019-06-16,fifth,198752
2019-06-16,fifth,218740
2019-06-16,fifth,246032
2019-06-16,fifth,267098
2019-06-16,fifth,268508
2019-06-16,fifth,296428
2019-06-16,fifth,304641
2019-06-16,fifth,339836
2019-06-16,fifth,357724
2019-06-16,fifth,366141
2019-06-16,fifth,367582
2019-06-16,fifth,372758
2019-06-16,fifth,375387
2019-06-16,fifth,376474
2019-06-16,fifth,391523
2019-06-16,fifth,392270
2019-06-16,fifth,392283
2019-06-16,fifth,407013
2019-06-16,fifth,420982
2019-06-16,fifth,430999
2019-06-16,fifth,431464
2019-06-16,fifth,433072
2019-06-16,fifth,433455
2019-06-16,fifth,434855
2019-06-16,fifth,457781
2019-06-16,fifth,466539
2019-06-16,fifth,478465
2019-06-16,fifth,486217
2019-06-16,fifth,487807
2019-06-16,fifth,493578
2019-06-16,fifth,509632
2019-06-16,fifth,534804
2019-06-16,fifth,545452
2019-06-16,fifth,547757
2019-06-16,fifth,563645
2019-06-16,fifth,565358
2019-06-16,fifth,568929
2019-06-16,fifth,579806
2019-06-16,fifth,590159
2019-06-16,fifth,600547
2019-06-16,fifth,601020
2019-06-16,fifth,611883
2019-06-16,fifth,616803
2019-06-16,fifth,635983
2019-06-16,fifth,639503
2019-06-16,fifth,644830
2019-06-16,fifth,646885
2019-06-16,fifth,683383
2019-06-16,fifth,684834
2019-06-16,fifth,694225
2019-06-16,fifth,694571
2019-06-16,fifth,697725
2019-06-16,fifth,703010
2019-06-16,fifth,713720
2019-06-16,fifth,722644
2019-06-16,fifth,731187
2019-06-16,fifth,731693
2019-06-16,fifth,733687
2019-06-16,fifth,735280
2019-06-16,fifth,752267
2019-06-16,fifth,763274
2019-06-16,fifth,764914
2019-06-16,fifth,782820
2019-06-16,fifth,785455
2019-06-16,fifth,789773
2019-06-16,fifth,809997
2019-06-16,fifth,814416
2019-06-16,fifth,828660
2019-06-16,fifth,834580
2019-06-16,fifth,837078
2019-06-16,fifth,844171
2019-06-16,fifth,849534
2019-06-16,fifth,858986
2019-06-16,fifth,863739
2019-06-16,fifth,868629
2019-06-16,fifth,875823
2019-06-16,fifth,884666
2019-06-16,fifth,888557
2019-06-16,fifth,889803
2019-06-16,fifth,901355
2019-06-16,fifth,933989
2019-06-16,fifth,956850
2019-06-16,fifth,971987
2019-06-16,fifth,994970
