date,prize_type,number
2012-09-16,fifth,141195
2012-09-16,fifth,149134
2012-09-16,fifth,151713
2012-09-16,fifth,152976
2012-09-16,fifth,165734
2012-09-16,fifth,169882
2012-09-16,fifth,192029
2012-09-16,fifth,192264
2012-09-16,fifth,194787
2012-09-16,fifth,194953
2012-09-16,fifth,211158
2012-09-16,fifth,215686
2012-09-16,fifth,229695
2012-09-16,fifth,255339
2012-09-16,fifth,263557
2012-09-16,fifth,272372
2012-09-16,fifth,290809
2012-09-16,fifth,311296
2012-09-16,fifth,315714
2012-09-16,fifth,319105
2012-09-16,fifth,325263
2012-09-16,fifth,339766
2012-09-16,fifth,347898
2012-09-16,fifth,347908
2012-09-16,fifth,363006
2012-09-16,fifth,378087
2012-09-16,fifth,384837
2012-09-16,fifth,398640
2012-09-16,fifth,402782
2012-09-16,fifth,410322
2012-09-16,fifth,412858
2012-09-16,fifth,415480
2012-09-16,fifth,420380
2012-09-16,fifth,427494
2012-09-16,fifth,447623
2012-09-16,fifth,449301
2012-09-16,fifth,461237
2012-09-16,fifth,469512
2012-09-16,fifth,485109
2012-09-16,fifth,494291
2012-09-16,fifth,503269
2012-09-16,fifth,519661
2012-09-16,fifth,535335
2012-09-16,fifth,538293
2012-09-16,fifth,551364
2012-09-16,fifth,571099
2012-09-16,fifth,584022
2012-09-16,fifth,592649
2012-09-16,fifth,598770
2012-09-16,fifth,611580
2012-09-16,fifth,618950
2012-09-16,fifth,631704
2012-09-16,fifth,632698
2012-09-16,fifth,646797
2012-09-16,fifth,652567
2012-09-16,fifth,654390
2012-09-16,fifth,662568
2012-09-16,fifth,663874
2012-09-16,fifth,679725
2012-09-16,fifth,736268
2012-09-16,fifth,736385
2012-09-16,fifth,738368
2012-09-16,fifth,740374
2012-09-16,fifth,744737
2012-09-16,fifth,753295
2012-09-16,fifth,757621
2012-09-16,fifth,791231
2012-09-16,fifth,833768
2012-09-16,fifth,840813
2012-09-16,fifth,841669
2012-09-16,fifth,861666
2012-09-16,fifth,878524
2012-09-16,fifth,894282
2012-09-16,fifth,907181
2012-09-16,fifth,919506
2012-09-16,fifth,923727
2012-09-16,fifth,924508
2012-09-16,fifth,942385
2012-09-16,fifth,958570
2012-09-16,fifth,970836
2012-09-16,fifth,987884
2012-09-16,fifth,991524
2012-09-16,last2,000079
2012-09-16,last3b,000123
2012-09-16,last3b,000242
2012-09-16,last3b,000752
2012-09-16,last3b,000770
2012-09-16,near1,540142
2012-09-16,near1,540144
2012-10-01,first,124025
2012-10-01,second,057371
2012-10-01,second,058926
2012-10-01,second,078851
2012-10-01,second,212223
2012-10-01,second,823483
2012-10-01,third,090462
2012-10-01,third,159272
2012-10-01,third,210894
2012-10-01,third,231341
2012-10-01,third,387364
2012-10-01,third,418812
2012-10-01,third,541163
2012-10-01,third,597502
2012-10-01,third,667293
2012-10-01,third,931770
2012-10-01,fourth,007046
2012-10-01,fourth,015683
2012-10-01,fourth,049906
2012-10-01,fourth,078523
2012-10-01,fourth,089671
2012-10-01,fourth,109037
2012-10-01,fourth,109285
2012-10-01,fourth,122025
2012-10-01,fourth,129024
2012-10-01,fourth,158376
2012-10-01,fourth,161651
2012-10-01,fourth,167559
2012-10-01,fourth,175911
2012-10-01,fourth,192930
2012-10-01,fourth,220643
2012-10-01,fourth,249614
2012-10-01,fourth,251862
2012-10-01,fourth,284345
2012-10-01,fourth,332697
2012-10-01,fourth,335313
2012-10-01,fourth,352576
2012-10-01,fourth,372405
2012-10-01,fourth,394786
2012-10-01,fourth,401630
2012-10-01,fourth,409157
2012-10-01,fourth,415346
2012-10-01,fourth,423173
2012-10-01,fourth,431991
2012-10-01,fourth,437177
2012-10-01,fourth,441286
2012-10-01,fourth,448853
2012-10-01,fourth,548089
2012-10-01,fourth,580964
2012-10-01,fourth,600724
2012-10-01,fourth,603808
2012-10-01,fourth,629487
2012-10-01,fourth,672291
2012-10-01,fourth,680196
2012-10-01,fourth,693713
2012-10-01,fourth,708832
2012-10-01,fourth,712028
2012-10-01,fourth,747243
2012-10-01,fourth,749766
2012-10-01,fourth,782149
2012-10-01,fourth,818048
2012-10-01,fourth,857121
2012-10-01,fourth,883196
2012-10-01,fourth,891167
2012-10-01,fourth,911796
2012-10-01,fourth,921867
2012-10-01,fifth,011675
2012-10-01,fifth,015400
2012-10-01,fifth,020019
2012-10-01,fifth,023668
2012-10-01,fifth,033653
2012-10-01,fifth,045003
2012-10-01,fifth,048839
2012-10-01,fifth,060332
2012-10-01,fifth,064754
2012-10-01,fifth,076702
2012-10-01,fifth,088594
2012-10-01,fifth,098462
2012-10-01,fifth,121585
2012-10-01,fifth,132099
2012-10-01,fifth,151636
2012-10-01,fifth,155707
2012-10-01,fifth,161772
2012-10-01,fifth,169926
2012-10-01,fifth,175733
2012-10-01,fifth,180975
2012-10-01,fifth,188607
2012-10-01,fifth,205971
2012-10-01,fifth,217354
2012-10-01,fifth,220302
2012-10-01,fifth,234193
2012-10-01,fifth,243074
2012-10-01,fifth,247433
2012-10-01,fifth,255648
2012-10-01,fifth,257754
2012-10-01,fifth,273097
2012-10-01,fifth,287752
2012-10-01,fifth,290352
2012-10-01,fifth,305210
2012-10-01,fifth,305965
2012-10-01,fifth,326913
2012-10-01,fifth,341411
2012-10-01,fifth,344261
2012-10-01,fifth,346353
2012-10-01,fifth,353233
2012-10-01,fifth,356934
2012-10-01,fifth,359429
2012-10-01,fifth,377274
2012-10-01,fifth,386744
2012-10-01,fifth,391744
2012-10-01,fifth,407247
2012-10-01,fifth,407623
2012-10-01,fifth,415819
2012-10-01,fifth,438541
2012-10-01,fifth,468182
2012-10-01,fifth,471410
2012-10-01,fifth,474418
2012-10-01,fifth,485369
2012-10-01,fifth,504643
2012-10-01,fifth,507289
2012-10-01,fifth,514589
2012-10-01,fifth,520817
2012-10-01,fifth,521527
2012-10-01,fifth,526418
2012-10-01,fifth,532020
2012-10-01,fifth,557843
2012-10-01,fifth,558162
2012-10-01,fifth,559776
2012-10-01,fifth,574787
2012-10-01,fifth,590827
2012-10-01,fifth,602331
2012-10-01,fifth,624600
2012-10-01,fifth,626423
2012-10-01,fifth,632184
2012-10-01,fifth,655289
2012-10-01,fifth,676345
2012-10-01,fifth,690895
2012-10-01,fifth,705060
2012-10-01,fifth,707336
2012-10-01,fifth,709964
2012-10-01,fifth,718394
2012-10-01,fifth,718552
2012-10-01,fifth,740608
2012-10-01,fifth,786973
2012-10-01,fifth,795566
2012-10-01,fifth,795744
2012-10-01,fifth,801958
2012-10-01,fifth,806773
2012-10-01,fifth,811216
2012-10-01,fifth,811826
2012-10-01,fifth,877900
2012-10-01,fifth,882013
2012-10-01,fifth,892607
2012-10-01,fifth,900675
2012-10-01,fifth,916775
2012-10-01,fifth,928683
2012-10-01,fifth,936531
2012-10-01,fifth,944011
2012-10-01,fifth,950839
2012-10-01,fifth,959145
2012-10-01,fifth,960162
2012-10-01,fifth,965664
2012-10-01,fifth,978905
2012-10-01,fifth,986148
2012-10-01,fifth,991424
2012-10-01,fifth,994109
2012-10-01,last2,000058
2012-10-01,last3b,000291
2012-10-01,last3b,000554
2012-10-01,last3b,000873
2012-10-01,last3b,000940
2012-10-01,near1,124024
2012-10-01,near1,124026
2012-10-16,first,281343
2012-10-16,second,324094
2012-10-16,second,397955
2012-10-16,second,412432
2012-10-16,second,489161
2012-10-16,second,920204
2012-10-16,third,016882
2012-10-16,third,091607
2012-10-16,third,265455
2012-10-16,third,287513
2012-10-16,third,391183
2012-10-16,third,399459
2012-10-16,third,422843
2012-10-16,third,752361
2012-10-16,third,828483
2012-10-16,third,976771
2012-10-16,fourth,004335
2012-10-16,fourth,006735
2012-10-16,fourth,021119
2012-10-16,fourth,074189
2012-10-16,fourth,076802
2012-10-16,fourth,129033
2012-10-16,fourth,157920
2012-10-16,fourth,165033
2012-10-16,fourth,168100
2012-10-16,fourth,175531
2012-10-16,fourth,277692
2012-10-16,fourth,283251
2012-10-16,fourth,338627
2012-10-16,fourth,338946
2012-10-16,fourth,360298
2012-10-16,fourth,376459
2012-10-16,fourth,410952
2012-10-16,fourth,413753
2012-10-16,fourth,463425
2012-10-16,fourth,494463
2012-10-16,fourth,505119
2012-10-16,fourth,516584
2012-10-16,fourth,519013
2012-10-16,fourth,520255
2012-10-16,fourth,551025
2012-10-16,fourth,596880
2012-10-16,fourth,601089
2012-10-16,fourth,613715
2012-10-16,fourth,614353
2012-10-16,fourth,640830
2012-10-16,fourth,657278
2012-10-16,fourth,670826
2012-10-16,fourth,704856
2012-10-16,fourth,726161
2012-10-16,fourth,748098
2012-10-16,fourth,761629
2012-10-16,fourth,791709
2012-10-16,fourth,837072
2012-10-16,fourth,838317
2012-10-16,fourth,845429
2012-10-16,fourth,873876
2012-10-16,fourth,880029
2012-10-16,fourth,889545
2012-10-16,fourth,900760
2012-10-16,fourth,906847
2012-10-16,fourth,949626
2012-10-16,fourth,953205
2012-10-16,fourth,956735
2012-10-16,fourth,969469
2012-10-16,fourth,997625
2012-10-16,fifth,003258
2012-10-16,fifth,009392
2012-10-16,fifth,013518
2012-10-16,fifth,034853
2012-10-16,fifth,035987
2012-10-16,fifth,036986
2012-10-16,fifth,070601
2012-10-16,fifth,073511
2012-10-16,fifth,096449
2012-10-16,fifth,100735
2012-10-16,fifth,110372
2012-10-16,fifth,117501
2012-10-16,fifth,119458
2012-10-16,fifth,175791
2012-10-16,fifth,178895
2012-10-16,fifth,193224
2012-10-16,fifth,199560
2012-10-16,fifth,205181
2012-10-16,fifth,207014
2012-10-16,fifth,209507
2012-10-16,fifth,209862
2012-10-16,fifth,212153
2012-10-16,fifth,214117
2012-10-16,fifth,230313
2012-10-16,fifth,234172
2012-10-16,fifth,261679
2012-10-16,fifth,267880
2012-10-16,fifth,276981
2012-10-16,fifth,284214
2012-10-16,fifth,292131
2012-10-16,fifth,293593
2012-10-16,fifth,297766
2012-10-16,fifth,310606
2012-10-16,fifth,323399
2012-10-16,fifth,325532
2012-10-16,fifth,331199
2012-10-16,fifth,332730
2012-10-16,fifth,342513
2012-10-16,fifth,358090
2012-10-16,fifth,358586
2012-10-16,fifth,361239
2012-10-16,fifth,374441
2012-10-16,fifth,398890
2012-10-16,fifth,420139
2012-10-16,fifth,425465
2012-10-16,fifth,442046
2012-10-16,fifth,461189
2012-10-16,fifth,462049
2012-10-16,fifth,471773
2012-10-16,fifth,488413
2012-10-16,fifth,493019
2012-10-16,fifth,507932
2012-10-16,fifth,508886
2012-10-16,fifth,516152
2012-10-16,fifth,521874
2012-10-16,fifth,529598
2012-10-16,fifth,530558
2012-10-16,fifth,542634
2012-10-16,fifth,554803
2012-10-16,fifth,562589
2012-10-16,fifth,563031
